id,title,keywords,ratings,confidences,withdraw,review_lengths,decision
6pC5OtP7eBx,Geodesic Graph Neural Network for Efficient Graph Representation Learning,"['Graph Learning', 'Geodesic', 'Graph Neural Network', 'GNN', 'Fast Inference']","[7, 6, 7]","[4, 4, 5]",0,"[724, 1000, 698]",Accept
4tM0P_4N8D9,Symmetry-induced Disentanglement on Graphs,"['Generative models', 'disentanglement', 'latent variable models', 'graph neural networks']","[5, 6, 8, 8]","[3, 3, 3, 5]",0,"[453, 263, 511, 180]",Accept
6OhjECfqt2,DARE: Disentanglement-Augmented Rationale Extraction,"['Rationale Extraction', 'Disentanglement', 'Mutual Information']","[6, 5, 5, 5]","[4, 4, 4, 4]",0,"[372, 312, 627, 584]",Accept
Ik8iimy4oFF,Tractable Optimality in Episodic Latent MABs,"['multi-armed bandits', 'partially observable MDPs', 'experimental design', 'latent variable models', 'method-of-moments', 'maximum likelihood estimation']","[6, 5, 6, 7]","[2, 2, 3, 3]",0,"[601, 829, 273, 284]",Accept
ZgWT_u19Ue5,Empirical Phase Diagram for Three-layer Neural Networks with Infinite Width,"['training dynamics', 'neural networks', 'phase diagram', 'initialization']","[4, 7, 6]","[3, 4, 3]",0,"[648, 360, 389]",Accept
2jTCojmmh82,Unsupervised Point Cloud Completion and Segmentation by Generative Adversarial Autoencoding Network,"['Point cloud completion', 'Point cloud segmentation', 'Unsupervised learning', 'GAN']","[5, 6, 6]","[2, 4, 4]",0,"[373, 211, 596]",Accept
_RL7wtHkPJK,Concrete Score Matching: Generalized Score Matching for Discrete Data,"['generative model', 'discrete data', 'score matching']","[8, 5, 6]","[4, 4, 3]",0,"[772, 377, 364]",Accept
nJJjv0JDJju,Improving Diffusion Models for Inverse Problems using Manifold Constraints,"['Diffusion model', 'Inverse problem', 'Manifold constraint']","[8, 7, 6, 6, 6]","[4, 4, 4, 4, 4]",0,"[345, 715, 552, 748, 813]",Accept
sZAbXH4ezvg,MGNNI: Multiscale Graph Neural Networks with Implicit Layers,"['implicit graph neural networks', 'graph neural networks', 'implicit models', 'equilibrium models', 'graph representation learning']","[6, 7, 6, 7]","[2, 4, 4, 5]",0,"[233, 543, 330, 482]",Accept
5JQqvQ1ujSv,DHRL: A Graph-Based Approach for Long-Horizon and Sparse Hierarchical Reinforcement Learning,"['Reinforcement Learning', 'Hierarchical RL', 'Robotics']","[7, 7, 7, 7]","[3, 4, 4, 4]",0,"[249, 372, 694, 663]",Accept
AKp6ZKrs_1,Making Look-Ahead Active Learning Strategies Feasible with Neural Tangent Kernels,"['active learning', 'neural tangent kernels', 'retraining']","[7, 5, 5, 6]","[4, 4, 4, 1]",0,"[741, 403, 377, 447]",Accept
Jz98aDK5gMW,Bridging the Gap from Asymmetry Tricks to Decorrelation Principles in Non-contrastive Self-supervised Learning,[],"[5, 5, 5, 5]","[4, 3, 4, 5]",0,"[300, 513, 853, 421]",Accept
tlUnxtAmcJq,So3krates: Equivariant attention for interactions on arbitrary length-scales in molecular systems,"['equivariance', 'self-attention', 'message passing', 'molecules', 'force fields', 'non-local']","[7, 6, 7]","[4, 3, 4]",0,"[806, 263, 226]",Accept
_kZVnosHbV3,Meta-Query-Net: Resolving Purity-Informativeness Dilemma in Open-set Active Learning,"['Active Learning', 'Open-set Noise']","[6, 5, 7, 7]","[4, 4, 2, 3]",0,"[295, 892, 589, 490]",Accept
htR7ZXXe_TY,On Elimination Strategies for Bandit Fixed-Confidence Identification,[],"[6, 5, 5, 6]","[4, 3, 4, 4]",0,"[695, 335, 535, 664]",Accept
_S9amb2-M-I,Influencing Long-Term Behavior in Multiagent Reinforcement Learning,"['multiagent reinforcement learning', 'active Markov game', 'active average reward formulation']","[6, 6, 4, 6]","[4, 3, 5, 4]",0,"[172, 394, 239, 640]",Accept
ripJhpwlA2v,When Does Group Invariant Learning Survive Spurious Correlations?,"['invariant learning', 'environment inference', 'spurious correlation']","[7, 6, 5]","[3, 3, 4]",0,"[233, 286, 420]",Accept
TQn44YPuOR2,Maximum Likelihood Training of Implicit Nonlinear Diffusion Model,"['Diffusion Model', 'Score-based Model', 'Generative Model', 'Image Generation']","[6, 6, 7, 6]","[2, 3, 3, 4]",0,"[217, 903, 278, 760]",Accept
wUctlvhsNWg,Personalized Online Federated Learning with Multiple Kernels,[],"[4, 5, 6, 4]","[3, 4, 4, 4]",0,"[371, 789, 249, 290]",Accept
CZZFRxbOLC,Patching open-vocabulary models by interpolating weights,"['zero-shot models', 'open-vocabulary models', 'model editing', 'model patching', 'vision-and-language', 'image-text models', 'CLIP']","[4, 5, 5]","[4, 3, 3]",0,"[607, 438, 292]",Accept
e65KZ0ixi0,Evaluating Graph Generative Models with Contrastively Learned Features,"['generative model evaluation', 'graph generative models', 'self-supervised learning']","[6, 6, 6]","[3, 3, 5]",0,"[584, 274, 936]",Accept
ipAz7H8pPnI,Differentially Private Learning Needs Hidden State (Or Much Faster Convergence),"['differential privacy', 'noisy stochastic gradient descent', 'last-iterate analysis', 'privacy amplification']","[7, 8, 4, 7]","[4, 3, 2, 3]",0,"[360, 168, 345, 726]",Accept
pHdiaqgh_nf,Mind Reader: Reconstructing complex images from brain activities,[],"[6, 6, 6, 6]","[5, 4, 3, 4]",0,"[380, 186, 604, 560]",Accept
dC_Cho7PzT,Adapting to Online Label Shift with Provable Guarantees,"['online label shift', 'dynamic regret']","[6, 9, 5]","[3, 4, 2]",0,"[378, 360, 377]",Accept
gKe_A-DxzkH,Data-Driven Model-Based Optimization via Invariant Representation Learning,"['model-based optimization', 'offline learning']","[6, 7, 6, 5, 5]","[3, 4, 3, 5, 2]",0,"[272, 221, 487, 427, 498]",Accept
Ih2bG6h1r4S,Atlas: Universal Function Approximator For Memory Retention,"['universal function approximation', 'artificial neural networks', 'splines', 'catastrophic forgetting', 'continual learning']","[5, 3, 3]","[4, 4, 4]",0,"[556, 537, 393]",Reject
B2rqx0w63U,Provably Feedback-Efficient Reinforcement Learning via Active Reward Learning,"['Reinforcement Learning', 'Human-in-the-loop', 'Active Learning', 'Theory']","[6, 6, 7, 7]","[4, 3, 3, 2]",0,"[590, 463, 529, 501]",Accept
4FSfANJp8Qx,Sharp Analysis of Stochastic Optimization under Global Kurdyka-Lojasiewicz Inequality,"['stochastic optimization', 'nonconvex optimization', 'first order method', 'Kurdyka-Lojasiewicz condition', 'variance reduction']","[4, 6, 7, 5]","[3, 4, 3, 5]",0,"[799, 266, 503, 384]",Accept
XSV1T9jMuz9,GALOIS: Boosting Deep Reinforcement Learning via Generalizable Logic Synthesis,"['deep reinforcement learning', 'program synthesis']","[6, 6, 6]","[3, 2, 5]",0,"[354, 853, 554]",Accept
flNZJ2eOet,What Can Transformers Learn In-Context? A Case Study of Simple Function Classes,"['in-context learning', 'transformers', 'linear regression']","[6, 8, 8, 7]","[4, 4, 4, 5]",0,"[258, 761, 501, 318]",Accept
-Oh_TKISy89,A Scalable Deterministic Global Optimization Algorithm for Training Optimal Decision Tree,"['optimal decision tree', 'branch and bound', 'mixed integer programs', 'grouping decomposition', 'sample reduction']","[5, 6, 7, 4]","[2, 4, 4, 3]",0,"[322, 526, 541, 460]",Accept
q85GV4aSpt,Understanding Square Loss in Training Overparametrized Neural Network Classifiers,"['Nonparametric classification', 'square loss', 'generalization error', 'robustness', 'calibration error', 'neural tangent kernel']","[6, 5, 5, 8]","[4, 3, 4, 4]",0,"[356, 392, 408, 320]",Accept
5dHQyEcYDgA,Additive MIL: Intrinsically Interpretable Multiple Instance Learning for Pathology,"['Interpretability', 'Explainability', 'Multiple Instance Learning', 'Medical Imaging', 'Digital Pathology', 'Histopathology', 'Saliency', 'Additive Models', 'Shapley Values', 'Explainable AI']","[6, 7, 8]","[4, 4, 4]",0,"[285, 401, 565]",Accept
CT5KJGfX4s-,Undersampling is a Minimax Optimal Robustness Intervention in Nonparametric Classification,"['theory of distribution shift', 'nonparametric classification', 'undersampling']","[8, 7, 8]","[3, 4, 4]",0,"[140, 423, 720]",Reject
PLmNPSKJr8e,Minimax Optimal Fixed-Budget Best Arm Identification in Linear Bandits,"['best arm identification', 'linear bandits']","[7, 8, 5, 5]","[3, 3, 3, 4]",0,"[295, 451, 269, 322]",Accept
PDNEqcU-pP,Learning with little mixing,"['Learning Theory', 'Nonlinear Dynamical Systems', 'Learning with dependent data']","[7, 7, 4, 4]","[1, 4, 3, 2]",0,"[144, 514, 80, 254]",Accept
Qry8exovcNA,Explaining Graph Neural Networks with Structure-Aware Cooperative Games,"['Graph Neural Networks', 'Explainablity', 'Cooperative Game Theory', 'Deep Learning']","[7, 7, 5]","[4, 5, 4]",0,"[427, 594, 204]",Accept
SrwrRP3yfq8,Global Optimal K-Medoids Clustering of One Million Samples,"['Large-Scale', 'Global Optimization', 'K-Medoids', 'Clustering', 'Lagrangian Relaxation', 'Branch and Bound', 'Bound Tightening']","[7, 7, 5, 5]","[4, 4, 4, 3]",0,"[321, 234, 226, 407]",Accept
zofwPmKL-DO,Quantum Algorithms for Sampling Log-Concave Distributions and Estimating Normalizing Constants,"['Quantum computing', 'logconcave sampling', 'normalizing constants', 'MCMC methods']","[6, 5, 3]","[3, 4, 5]",0,"[602, 129, 277]",Accept
rF6zwkyMABn,Nearly Optimal Best-of-Both-Worlds Algorithms for Online Learning with Feedback Graphs,"['multi-armed bandit', 'learning with feedback graphs', 'best-of-both-worlds algorithm', 'follow the regularized leader']","[8, 7, 7, 7]","[4, 5, 4, 4]",0,"[264, 263, 890, 572]",Accept
UpNCpGvD96A,"Identification, Amplification and Measurement: A bridge to Gaussian Differential Privacy","['Differential privacy', 'Gaussian differential privacy', 'Privacy profile']","[6, 6, 5, 7]","[2, 3, 3, 3]",0,"[174, 306, 235, 433]",Accept
akddwRG6EGi,High-dimensional Asymptotics of Feature Learning: How One Gradient Step Improves the Representation,"['random matrix theory', 'two-layer neural network', 'kernel method', 'feature learning']","[8, 7, 7]","[4, 3, 2]",0,"[368, 434, 639]",Accept
vfCd1Vt8BGq,On Leave-One-Out Conditional Mutual Information For Generalization,[],"[5, 7, 8, 6]","[3, 2, 2, 4]",0,"[320, 323, 326, 858]",Accept
H4GmqyYMxFP,Computationally Efficient Horizon-Free Reinforcement Learning for Linear Mixture MDPs,[],"[7, 7, 8, 5]","[2, 4, 4, 4]",0,"[221, 373, 145, 255]",Accept
lmmKGi7zXn,Infinite Recommendation Networks: A Data-Centric Approach,"['Dataset Distillation', 'NTK', 'Data-centric AI', 'Recommender Systems']","[6, 7, 4, 5]","[3, 4, 4, 3]",0,"[567, 64, 608, 255]",Accept
_AsEqoBu3s,Giving Feedback on Interactive Student Programs with Meta-Exploration,"['meta-reinforcement learning', 'education', 'exploration']","[8, 6, 8]","[4, 3, 4]",0,"[622, 495, 528]",Accept
hGdAzemIK1X,Quantum Speedups of Optimizing Approximately Convex Functions with Applications to Logarithmic Regret Stochastic Convex Bandits,"['Approximately convex functions', 'quantum computing', 'stochastic convex bandits', 'logarithmic regret']","[5, 7, 6, 7]","[2, 3, 2, 1]",0,"[309, 559, 277, 184]",Accept
UmDaZksRyk,A Consolidated Cross-Validation Algorithm for Support Vector Machines via Data Reduction,"['Cross-validation', 'Data reduction', 'Exact leave-one-out lemma', 'Reproducing kernel Hilbert spaces', 'Support vector machines']","[7, 3, 7, 8]","[5, 4, 4, 4]",0,"[281, 250, 157, 295]",Accept
2EUJ4e6H4OX,Losses Can Be Blessings: Routing Self-Supervised Speech Representations Towards Efficient Multilingual and Multitask Speech Processing,"['automated speech recognition', 'self-supervised learning']","[7, 7, 5]","[4, 5, 4]",0,"[607, 295, 751]",Accept
eUy2ULXQXKs,Understanding the Evolution of Linear Regions in Deep Reinforcement Learning,['Reinforcement Learning'],"[5, 6, 5, 5]","[2, 4, 4, 3]",0,"[263, 588, 761, 605]",Accept
_Lz540aYDPi,What's the Harm? Sharp Bounds on the Fraction Negatively Affected by Treatment,"['Fairness', 'causal inference', 'partial identification', 'individual treatment effects', 'debiased machine learning']","[7, 5, 6]","[1, 3, 3]",0,"[309, 284, 419]",Accept
0Ww7UVEoNue,Active Learning Helps Pretrained Models Learn the Intended Task,"['pretrained models', 'active learning', 'few shot learning', 'alignment']","[5, 4, 7]","[2, 4, 3]",0,"[98, 490, 355]",Accept
fY6OzqOiTnu,Improving Certified Robustness via Statistical Learning with Logical Reasoning,"['certified robustness', 'logical reasoning']","[6, 6, 5, 8]","[3, 3, 3, 1]",0,"[487, 544, 339, 131]",Accept
ZPUkqTf6a-P,Truly Deterministic Policy Optimization,"['Reinforcement Learning', 'Policy Gradient', 'Deterministic Policy Gradients']","[5, 6, 8]","[5, 3, 3]",0,"[377, 541, 352]",Accept
joZ4CuOyKY8,DiSC: Differential Spectral Clustering of Features,"['differential features', 'spectral clustering', 'feature selection', 'manifold learning', 'graph theory']","[4, 7, 6, 6]","[3, 3, 4, 4]",0,"[141, 228, 510, 939]",Accept
jBTQGGy9qA-,DASCO: Dual-Generator Adversarial Support Constrained Offline Reinforcement Learning,"['Offline Reinforcement Learning', 'Generative Adversarial Networks']","[6, 6, 5, 7, 6]","[2, 2, 4, 4, 4]",0,"[287, 481, 394, 254, 365]",Accept
RYTGIZxY5rJ,Bag of Tricks for FGSM Adversarial Training,['adversarial training'],"[6, 3, 6, 5]","[4, 5, 4, 5]",0,"[416, 365, 124, 978]",Reject
Kx1VCs1treH,FourierNets enable the design of highly non-local optical encoders for computational imaging,"['computational microscopy', 'computational photography', 'computer vision', 'deep learning']","[6, 7, 7]","[5, 4, 3]",0,"[278, 629, 758]",Accept
gE1zBYKaEWW,Provable Subspace Identification Under Post-Nonlinear Mixtures,[],"[8, 7, 5, 6]","[3, 4, 3, 4]",0,"[277, 256, 261, 408]",Accept
atb3yifRtX,You Can’t Count on Luck: Why Decision Transformers and RvS Fail in Stochastic Environments,"['representation learning', 'reinforcement learning', 'model-based reinforcement learning', 'decision transformer']","[7, 7, 4]","[4, 4, 4]",0,"[433, 532, 454]",Accept
4X0q4uJ1fR,Sample Constrained Treatment Effect Estimation,"['average treatment effect estimation', 'individual treatment effect estimation', 'experimental design', 'randomized numerical linear algebra', 'discrepancy minimization', 'causal inference']","[5, 7, 7]","[4, 3, 2]",0,"[360, 475, 341]",Accept
2ZfUNW7SoaS,Online Decision Mediation,"['Decision System', 'Decision Mediation', 'Decision Support']","[7, 5, 6]","[3, 4, 2]",0,"[292, 576, 241]",Accept
Hr8475tQGKE,Two-layer neural network on infinite dimensional data:  global optimization guarantee in the mean-field regime,"['mean-field regime', 'neural network', 'optimization', 'functional data analysis']","[6, 5, 9]","[2, 3, 3]",0,"[214, 352, 329]",Accept
uzqUp0GjKDu,Unsupervised Learning under Latent Label Shift,"['unsupervised learning', 'label shift', 'topic modeling', 'domain adaptation', 'mixture proportion estimation', 'unsupervised structure discovery', 'anchor word', 'deep learning']","[7, 5, 7, 7]","[4, 4, 3, 4]",0,"[234, 390, 631, 363]",Accept
syU-XvinTI1,No Free Lunch from Deep Learning in Neuroscience: A Case Study through Models of the Entorhinal-Hippocampal Circuit,"['neuroscience', 'deep learning', 'grid cells', 'path integration', 'representation learning']","[8, 7, 6, 6]","[2, 2, 4, 3]",0,"[435, 929, 259, 631]",Accept
907ZdmPmmH_,Are all Frames Equal? Active Sparse Labeling for Video Action Detection,"['active sparse labeling', 'video action detection']","[6, 6, 3, 7]","[4, 4, 5, 5]",0,"[771, 648, 242, 675]",Accept
OQs0pLKGGpS,Tractable Function-Space Variational Inference in Bayesian Neural Networks,"['Variational Inference', 'Bayesian Neural Networks', 'Uncertainty Quantification']","[7, 6, 4, 6]","[3, 3, 2, 4]",0,"[787, 252, 1424, 276]",Accept
B2PpZyAAEgV,Transform Once: Efficient Operator Learning in Frequency Domain,"['convolutions', 'long range dependencies', 'neural operators', 'high-resolution', 'frequency', 'transform', 'differential equation', 'dynamics', 'turbulence', 'fluid flows', 'PDE']","[3, 6, 7, 8]","[4, 4, 5, 4]",0,"[316, 276, 724, 505]",Accept
_3XVbh6L2c,Reinforcement Learning with Automated Auxiliary Loss Search,"['Reinforcement learning', 'Representation learning', 'Auxiliary Loss']","[5, 8, 7]","[4, 3, 5]",0,"[594, 466, 602]",Accept
u8FDFtoMKp2,Zero-shot Transfer Learning within a Heterogeneous Graph via Knowledge Transfer Networks,"['graph neural networks', 'heterogeneous graph', 'heterogeneous graph neural networks', 'transfer learning', 'domain adaptation']","[6, 6, 8, 7]","[4, 3, 4, 4]",0,"[177, 329, 246, 690]",Accept
9WJU4Lu2KTX,Uncertainty Estimation for Multi-view Data: The Power of Seeing the Whole Picture,[],"[3, 8, 6]","[4, 5, 4]",0,"[247, 939, 509]",Accept
D45iCWZYcff,Sub-exponential time Sum-of-Squares lower bounds for Principal Components Analysis,"['Sparse PCA', 'Sum of Squares', 'Tensor PCA', 'lower bounds']","[5, 7, 7, 7, 7]","[4, 4, 3, 5, 3]",0,"[811, 979, 790, 474, 395]",Accept
_h2FKc6E_YV,Rethinking and Scaling Up Graph Contrastive Learning: An Extremely Efficient Approach with Group Discrimination,"['Graph Contrastive Learning', 'Self-supervised Graph Representation Learning', 'Unsupervised Graph Representation Learning', 'Graph Representation Learning']","[7, 7, 6, 5]","[4, 4, 4, 5]",0,"[269, 548, 522, 685]",Accept
1X5zpwWoHwu,Nearly-Tight Bounds for Testing Histogram Distributions,"['distribution testing', 'histograms', 'binning', 'probability distributions', 'lower bounds', 'sub-linear algorithms']","[8, 7, 8, 6]","[4, 3, 4, 3]",0,"[382, 365, 325, 413]",Accept
EEcFW47sktI,Conditional Diffusion Process for Inverse Halftoning,[],"[6, 5, 3, 5]","[3, 3, 1, 2]",0,"[148, 185, 349, 845]",Accept
fbUybomIuE,Analyzing Lottery Ticket Hypothesis from PAC-Bayesian Theory Perspective,[],"[8, 7, 7, 3]","[5, 5, 3, 2]",0,"[491, 782, 508, 423]",Accept
WIJ2SfPTj8c,ISAAC Newton: Input-based Approximate Curvature for Newton's Method,[],"[7, 5, 5, 5]","[3, 4, 5, 2]",0,"[281, 625, 523, 277]",Reject
U2bAR6qzF9E,Self-Similarity Priors: Neural Collages as Differentiable Fractal Representations,"['implicit representations', 'compression', 'deep equilibrium models', 'generative models', 'fractal', 'fixed-point']","[6, 5, 5]","[2, 2, 3]",0,"[212, 532, 434]",Accept
_WqHmwoE7Ud,"PlasticityNet: Learning to Simulate Metal, Sand, and Snow for Optimization Time Integration","['neural network', 'plasticity', 'optimization-based time integrator']","[8, 7, 6, 6]","[4, 3, 3, 4]",0,"[392, 157, 626, 404]",Accept
-Zzi_ZmlDiy,Long-Form Video-Language Pre-Training with Multimodal Temporal Contrastive Learning,['video-language pre-training'],"[4, 4, 6, 7]","[4, 5, 3, 3]",0,"[260, 374, 264, 417]",Accept
vF3WefcoePW,Deep Differentiable Logic Gate Networks,"['logic gate', 'logic operator', 'differentiable', 'relaxation', 'continuous']","[8, 3, 8, 6]","[4, 4, 4, 4]",0,"[392, 779, 504, 791]",Accept
1GAjC_FauE,SemiFL: Semi-Supervised Federated Learning for Unlabeled Clients with Alternate Training,"['Federated Learning', 'Semi-Supervised Learning']","[3, 5, 5, 3]","[4, 4, 4, 4]",0,"[630, 397, 341, 266]",Accept
4JYq_Kw4zw,Non-Stationary Bandits under Recharging Payoffs: Improved Planning with Sublinear Regret,[],"[6, 7, 7]","[2, 3, 5]",0,"[252, 317, 118]",Accept
xNeAhc2CNAl,Extreme Compression for Pre-trained Transformers Made Simple and Efficient,"['Extreme Compression', 'Binary Quantization', 'Layer Reduction', 'BERT', 'Knowledge Distillation', 'Understanding Quantization', 'Empirical Investigation']","[6, 6, 6, 7]","[3, 4, 3, 3]",0,"[166, 430, 553, 380]",Accept
PwlW5Jri1Xt,Meta-Auto-Decoder for Solving Parametric Partial Differential Equations,"['Parametric PDE', 'Meta-learning', 'Auto-decoder', 'Physics-Informed Learning']","[6, 6, 6]","[3, 4, 3]",0,"[386, 359, 126]",Accept
zbt3VmTsRIj,Maximum-Likelihood Inverse Reinforcement Learning with Finite-Time Guarantees,"['Reinforcement Learning', 'Inverse Reinforcement Learning']","[6, 6, 5, 5]","[3, 3, 3, 4]",0,"[538, 393, 162, 696]",Accept
hk8v6BoKs-w,CoNSoLe: Convex Neural Symbolic Learning,"['Symbolic Regression', 'Physical Equations', 'Neural Networks', 'Convex Guarantees', 'Deep Q Learning']","[6, 6, 6, 7]","[3, 2, 2, 3]",0,"[1352, 478, 208, 363]",Accept
U138nQxHh3,Understanding and Improving Robustness of Vision Transformers through Patch-based Negative Augmentation,"['Robustness', 'Distributional shift', 'Vision transformers']","[5, 5, 7, 7]","[5, 3, 4, 4]",0,"[237, 189, 280, 555]",Accept
62GLWUoOLb5,Scalable Distributional Robustness in a Class of Non-Convex Optimization with Guarantees,"['distributional robustness', 'variance regularization', 'non-convex optimization', 'global optimization', 'fractional program', 'mixed-integer second order cone']","[7, 6, 7, 7]","[3, 2, 2, 1]",0,"[239, 199, 560, 461]",Accept
b8fgqTCBJe,Finding and Listing Front-door Adjustment Sets,"['causality', 'algorithm', 'adjustment']","[8, 6, 7, 7]","[4, 4, 4, 4]",0,"[287, 326, 655, 357]",Accept
9PQ13zJ1HME,Retaining Knowledge for Learning with Dynamic Definition,[],"[5, 8, 6, 6]","[4, 2, 3, 3]",0,"[758, 212, 661, 554]",Accept
j2Vtg_jhKZ,Transferring Pre-trained Multimodal Representations with Cross-modal Similarity Matching,[],"[5, 3, 6, 7, 5]","[3, 4, 3, 4, 4]",0,"[516, 359, 337, 473, 837]",Accept
Fh9l_pVsBfv,Gaussian Copula Embeddings,"['representation learning', 'gaussian copula', 'heterogeneous data', 'vectorial embedding', 'probabilistic models']","[5, 7, 7]","[3, 4, 3]",0,"[266, 198, 595]",Accept
pgBpQYss2ba,On the Complexity of Adversarial Decision Making,"['Decision making', 'learning theory', 'bandits', 'reinforcement learning theory', 'online learning', 'adversarial', 'non-stochastic', 'decision-estimation coefficient', 'information ratio']","[7, 6, 7]","[4, 3, 3]",0,"[613, 213, 298]",Accept
QPg5TTAdizy,Exploiting the Relationship Between Kendall's Rank Correlation and Cosine Similarity for Attribution Protection,[],"[7, 7, 7]","[3, 3, 3]",0,"[333, 512, 129]",Accept
UEhzUupXbL2,M2N: Mesh Movement Networks for PDE Solvers,"['Partial Differential Equation', 'Mesh Adaptation', 'Mesh Movement', 'Moving Mesh', 'r-Adaptation', 'Monge–Ampere', 'Deep Learning', 'Neural Network', 'Neural Spline', 'Graph Attention Network']","[6, 4, 7, 4]","[2, 4, 3, 5]",0,"[209, 443, 276, 350]",Accept
zAuiZpZ478l,Hierarchical Lattice Layer for Partially Monotone Neural Networks,"['partially monotone regression', 'partially monotone neural networks', 'monotonicity constraints']","[7, 7, 7]","[4, 5, 3]",0,"[325, 725, 539]",Accept
cPVuuk1lZb3,Emergence of Hierarchical Layers in a Single Sheet of Self-Organizing Spiking Neurons,"['Spiking Neural Networks', 'Neuroscience', 'Neural Architecture Search', 'Self-organizing maps']","[7, 5, 8, 6]","[4, 5, 4, 4]",0,"[714, 406, 165, 247]",Accept
uuaMrewU9Kk,Skills Regularized Task Decomposition for Multi-task Offline Reinforcement Learning,"['mutli-task reinforcement learning', 'offline reinforcement learning', 'task inference', 'skill embedding']","[7, 7, 7]","[3, 5, 4]",0,"[533, 344, 389]",Accept
lNokkSaUbfV,Masked Autoencoding for Scalable and Generalizable Decision Making,"['reinforcement learning', 'unsupervised pretraining', 'zero-shot', 'transfer learning']","[7, 7, 8]","[3, 4, 4]",0,"[394, 380, 192]",Accept
cx5ViLfcVq,Information-Theoretic Analysis of Unsupervised Domain Adaptation,"['unsupervised domain adaptation', 'generalization', 'information theory', 'regularization']","[4, 4, 4, 6]","[4, 3, 4, 3]",0,"[169, 428, 487, 434]",Reject
iUOUnyS6uTf,STNDT: Modeling Neural Population Activity with Spatiotemporal Transformers,"['neuroscience', 'systems neuroscience', 'computational neuroscience', 'neural population dynamics', 'brain-computer interfaces', 'neuroprosthetics', 'electrophysiology', 'neural coding', 'transformers']","[6, 6, 4]","[4, 3, 4]",0,"[737, 190, 878]",Accept
rH-X09cB50f,Understanding Cross-Domain Few-Shot Learning Based on Domain Similarity and Few-Shot Difficulty,"['Cross-domain Few-shot Learning', 'Pre-training', 'Domain Similarity', 'Few-Shot Difficulty']","[5, 4, 5]","[4, 3, 4]",0,"[300, 315, 324]",Accept
JUXn1vXcrLA,ALMA: Hierarchical Learning for Composite Multi-Agent Tasks,"['multi-agent', 'MARL', 'RL', 'reinforcement learning', 'HRL', 'hierarchical reinforcement learning']","[6, 5, 7]","[5, 3, 3]",0,"[230, 320, 407]",Accept
nzuuao_V-B_,Foreseeing Privacy Threats from Gradient Inversion Through the Lens of Angular Lipschitz Smoothness,"['Federated Learning', 'Privacy Leakage', 'Gradient Inversion', 'Lipschitz Smoothness']","[3, 6, 2, 3]","[4, 4, 4, 4]",0,"[441, 266, 888, 730]",Reject
8LeCgKb6UX,Graph Reordering for Cache-Efficient Near Neighbor Search,"['near-neighbor search', 'embedding search', 'graph ordering', 'machine learning systems']","[6, 7, 6]","[3, 4, 4]",0,"[289, 410, 181]",Accept
H547BtAyOJ4,Integral Probability Metrics PAC-Bayes Bounds,"['PAC-Bayes', 'Learning Theory', 'Generalization bound']","[7, 7, 6, 6]","[4, 4, 4, 4]",0,"[324, 463, 328, 1057]",Accept
atd4X6U1jT,Human-AI Collaborative Bayesian Optimisation,"['Human-AI Teaming', 'Bayesian Optimisation', 'Bayesian Learning', 'Classification', 'Hyperparameter Optimisation', 'Kernel Methods']","[6, 6, 6]","[3, 2, 4]",0,"[305, 335, 449]",Accept
xqyDqMojMfC,Constrained Stochastic Nonconvex Optimization with State-dependent Markov Data,"['Constrained Optimization', 'Nonconvex Optimization', 'Projection-free Algorithm', 'Dependent Data', 'State-dependent Markov Data']","[4, 6, 6, 5]","[3, 2, 3, 3]",0,"[304, 198, 496, 244]",Accept
WbnvmtD9N1g,"Double Bubble, Toil and Trouble: Enhancing Certified Robustness through Transitivity","['certified robustness', 'adversarial', 'guarantees', 'adversarial defence', 'adversarial attack']","[6, 7, 6, 5]","[4, 3, 4, 3]",0,"[1341, 184, 776, 537]",Accept
WxWO6KPg5g2,Deep Surrogate Assisted Generation of Environments,"['Automatic Environment Generation', 'Surrogate Models', 'Quality Diversity Optimization']","[4, 3, 7, 7]","[3, 3, 4, 4]",0,"[149, 485, 472, 379]",Accept
MNQMy2MpbcO,Batch Multi-Fidelity Active Learning with Budget Constraints,"['Multi-Fidelity Active Learning', 'Budget Constrint', 'High-dimensional Outputs', 'Physical Simulation', 'Computational Physics']","[6, 7, 6, 6]","[3, 2, 3, 2]",0,"[370, 314, 641, 800]",Accept
2Ln-TWxVtf,Time-Conditioned Dances with Simplicial Complexes: Zigzag Filtration Curve based Supra-Hodge Convolution Networks for Time-series Forecasting,"['Multivariate time series', 'Graph neural networks', 'Zigzag persistent homology']","[6, 7, 6, 5]","[4, 3, 3, 3]",0,"[179, 82, 483, 356]",Accept
wN1CBFFx7JF,Theoretical analysis of deep neural networks for temporally dependent observations,[],"[6, 4, 5]","[2, 3, 4]",0,"[394, 84, 552]",Accept
sQ2LdeHNMej,Federated Hypergradient Descent,"['federated learning', 'hyperparameter tuning', 'hypergradient descent']","[6, 5, 5]","[3, 1, 3]",0,"[500, 248, 784]",Reject
ONFaDyl_uVq,Learning to Mitigate AI Collusion on Economic Platforms,"['Multi-agent Systems', 'Reinforcement Learning', 'Platform Design']","[4, 7, 5, 6]","[3, 2, 4, 4]",0,"[344, 521, 593, 142]",Accept
qSs7C7c4G8D,A Unified Analysis of Federated Learning with Arbitrary Client Participation,"['federated learning', 'partial client participation', 'convergence analysis']","[7, 7, 7]","[4, 4, 4]",0,"[326, 326, 659]",Accept
